0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00912,0.0148,0.16464,0.17392,0.24416,0.28984,0.38824,0.41616,0.43792,0.47984,0.48496,0.4884,0.56968,0.588,0.59216,0.60856,0.68056,0.72584,0.73184,0.7428,0.75048,0.77752,0.84416,0.87592,0.87808,0.91656,0.96752,1.04664,1.05032,1.05736
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00912,0.00568,0.15552,0.1648,0.23504,0.28072,0.37912,0.40704,0.4288,0.47072,0.47584,0.47928,0.56056,0.57888,0.58304,0.59944,0.67144,0.71672,0.72272,0.73368,0.74136,0.7684,0.83504,0.8668,0.86896,0.90744,0.9584,1.03752,1.0412,1.04824,1.20936
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0148,0.00568,0.14984,0.15912,0.22936,0.27504,0.37344,0.40136,0.42312,0.46504,0.47016,0.4736,0.55488,0.5732,0.57736,0.59376,0.66576,0.71104,0.71704,0.728,0.73568,0.76272,0.82936,0.86112,0.86328,0.90176,0.95272,1.03184,1.03552,1.04256,1.20368,1.20472
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16464,0.15552,0.14984,0.00928,0.07952,0.1252,0.2236,0.25152,0.27328,0.3152,0.32032,0.32376,0.40504,0.42336,0.42752,0.44392,0.51592,0.5612,0.5672,0.57816,0.58584,0.61288,0.67952,0.71128,0.71344,0.75192,0.80288,0.882,0.88568,0.89272,1.05384,1.05488,1.058
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17392,0.1648,0.15912,0.00928,0.07024,0.11592,0.21432,0.24224,0.264,0.30592,0.31104,0.31448,0.39576,0.41408,0.41824,0.43464,0.50664,0.55192,0.55792,0.56888,0.57656,0.6036,0.67024,0.702,0.70416,0.74264,0.7936,0.87272,0.8764,0.88344,1.04456,1.0456,1.04872,1.09128
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24416,0.23504,0.22936,0.07952,0.07024,0.04568,0.14408,0.172,0.19376,0.23568,0.2408,0.24424,0.32552,0.34384,0.348,0.3644,0.4364,0.48168,0.48768,0.49864,0.50632,0.53336,0.6,0.63176,0.63392,0.6724,0.72336,0.80248,0.80616,0.8132,0.97432,0.97536,0.97848,1.02104,1.06688
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28984,0.28072,0.27504,0.1252,0.11592,0.04568,0.0984,0.12632,0.14808,0.19,0.19512,0.19856,0.27984,0.29816,0.30232,0.31872,0.39072,0.436,0.442,0.45296,0.46064,0.48768,0.55432,0.58608,0.58824,0.62672,0.67768,0.7568,0.76048,0.76752,0.92864,0.92968,0.9328,0.97536,1.0212,1.07376
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38824,0.37912,0.37344,0.2236,0.21432,0.14408,0.0984,0.02792,0.04968,0.0916,0.09672,0.10016,0.18144,0.19976,0.20392,0.22032,0.29232,0.3376,0.3436,0.35456,0.36224,0.38928,0.45592,0.48768,0.48984,0.52832,0.57928,0.6584,0.66208,0.66912,0.83024,0.83128,0.8344,0.87696,0.9228,0.97536,1.04336
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41616,0.40704,0.40136,0.25152,0.24224,0.172,0.12632,0.02792,0.02176,0.06368,0.0688,0.07224,0.15352,0.17184,0.176,0.1924,0.2644,0.30968,0.31568,0.32664,0.33432,0.36136,0.428,0.45976,0.46192,0.5004,0.55136,0.63048,0.63416,0.6412,0.80232,0.80336,0.80648,0.84904,0.89488,0.94744,1.01544,1.0924
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43792,0.4288,0.42312,0.27328,0.264,0.19376,0.14808,0.04968,0.02176,0.04192,0.04704,0.05048,0.13176,0.15008,0.15424,0.17064,0.24264,0.28792,0.29392,0.30488,0.31256,0.3396,0.40624,0.438,0.44016,0.47864,0.5296,0.60872,0.6124,0.61944,0.78056,0.7816,0.78472,0.82728,0.87312,0.92568,0.99368,1.07064,1.16632
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47984,0.47072,0.46504,0.3152,0.30592,0.23568,0.19,0.0916,0.06368,0.04192,0.00512,0.00856,0.08984,0.10816,0.11232,0.12872,0.20072,0.246,0.252,0.26296,0.27064,0.29768,0.36432,0.39608,0.39824,0.43672,0.48768,0.5668,0.57048,0.57752,0.73864,0.73968,0.7428,0.78536,0.8312,0.88376,0.95176,1.02872,1.1244,1.14736
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48496,0.47584,0.47016,0.32032,0.31104,0.2408,0.19512,0.09672,0.0688,0.04704,0.00512,0.00344,0.08472,0.10304,0.1072,0.1236,0.1956,0.24088,0.24688,0.25784,0.26552,0.29256,0.3592,0.39096,0.39312,0.4316,0.48256,0.56168,0.56536,0.5724,0.73352,0.73456,0.73768,0.78024,0.82608,0.87864,0.94664,1.0236,1.11928,1.14224,1.19216
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4884,0.47928,0.4736,0.32376,0.31448,0.24424,0.19856,0.10016,0.07224,0.05048,0.00856,0.00344,0.08128,0.0996,0.10376,0.12016,0.19216,0.23744,0.24344,0.2544,0.26208,0.28912,0.35576,0.38752,0.38968,0.42816,0.47912,0.55824,0.56192,0.56896,0.73008,0.73112,0.73424,0.7768,0.82264,0.8752,0.9432,1.02016,1.11584,1.1388,1.18872,1.1996
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56968,0.56056,0.55488,0.40504,0.39576,0.32552,0.27984,0.18144,0.15352,0.13176,0.08984,0.08472,0.08128,0.01832,0.02248,0.03888,0.11088,0.15616,0.16216,0.17312,0.1808,0.20784,0.27448,0.30624,0.3084,0.34688,0.39784,0.47696,0.48064,0.48768,0.6488,0.64984,0.65296,0.69552,0.74136,0.79392,0.86192,0.93888,1.03456,1.05752,1.10744,1.11832,1.17064
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.588,0.57888,0.5732,0.42336,0.41408,0.34384,0.29816,0.19976,0.17184,0.15008,0.10816,0.10304,0.0996,0.01832,0.00416,0.02056,0.09256,0.13784,0.14384,0.1548,0.16248,0.18952,0.25616,0.28792,0.29008,0.32856,0.37952,0.45864,0.46232,0.46936,0.63048,0.63152,0.63464,0.6772,0.72304,0.7756,0.8436,0.92056,1.01624,1.0392,1.08912,1.1,1.15232,1.26096
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59216,0.58304,0.57736,0.42752,0.41824,0.348,0.30232,0.20392,0.176,0.15424,0.11232,0.1072,0.10376,0.02248,0.00416,0.0164,0.0884,0.13368,0.13968,0.15064,0.15832,0.18536,0.252,0.28376,0.28592,0.3244,0.37536,0.45448,0.45816,0.4652,0.62632,0.62736,0.63048,0.67304,0.71888,0.77144,0.83944,0.9164,1.01208,1.03504,1.08496,1.09584,1.14816,1.2568,1.26096
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60856,0.59944,0.59376,0.44392,0.43464,0.3644,0.31872,0.22032,0.1924,0.17064,0.12872,0.1236,0.12016,0.03888,0.02056,0.0164,0.072,0.11728,0.12328,0.13424,0.14192,0.16896,0.2356,0.26736,0.26952,0.308,0.35896,0.43808,0.44176,0.4488,0.60992,0.61096,0.61408,0.65664,0.70248,0.75504,0.82304,0.9,0.99568,1.01864,1.06856,1.07944,1.13176,1.2404,1.24456,1.26192
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68056,0.67144,0.66576,0.51592,0.50664,0.4364,0.39072,0.29232,0.2644,0.24264,0.20072,0.1956,0.19216,0.11088,0.09256,0.0884,0.072,0.04528,0.05128,0.06224,0.06992,0.09696,0.1636,0.19536,0.19752,0.236,0.28696,0.36608,0.36976,0.3768,0.53792,0.53896,0.54208,0.58464,0.63048,0.68304,0.75104,0.828,0.92368,0.94664,0.99656,1.00744,1.05976,1.1684,1.17256,1.18992,1.26096
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72584,0.71672,0.71104,0.5612,0.55192,0.48168,0.436,0.3376,0.30968,0.28792,0.246,0.24088,0.23744,0.15616,0.13784,0.13368,0.11728,0.04528,0.006,0.01696,0.02464,0.05168,0.11832,0.15008,0.15224,0.19072,0.24168,0.3208,0.32448,0.33152,0.49264,0.49368,0.4968,0.53936,0.5852,0.63776,0.70576,0.78272,0.8784,0.90136,0.95128,0.96216,1.01448,1.12312,1.12728,1.14464,1.21568,1.34424
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73184,0.72272,0.71704,0.5672,0.55792,0.48768,0.442,0.3436,0.31568,0.29392,0.252,0.24688,0.24344,0.16216,0.14384,0.13968,0.12328,0.05128,0.006,0.01096,0.01864,0.04568,0.11232,0.14408,0.14624,0.18472,0.23568,0.3148,0.31848,0.32552,0.48664,0.48768,0.4908,0.53336,0.5792,0.63176,0.69976,0.77672,0.8724,0.89536,0.94528,0.95616,1.00848,1.11712,1.12128,1.13864,1.20968,1.33824,1.36368
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7428,0.73368,0.728,0.57816,0.56888,0.49864,0.45296,0.35456,0.32664,0.30488,0.26296,0.25784,0.2544,0.17312,0.1548,0.15064,0.13424,0.06224,0.01696,0.01096,0.00768,0.03472,0.10136,0.13312,0.13528,0.17376,0.22472,0.30384,0.30752,0.31456,0.47568,0.47672,0.47984,0.5224,0.56824,0.6208,0.6888,0.76576,0.86144,0.8844,0.93432,0.9452,0.99752,1.10616,1.11032,1.12768,1.19872,1.32728,1.35272,1.39624
