0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00416,0.06672,0.19976,0.24072,0.34296,0.36496,0.4196,0.48032,0.50608,0.53952,0.56192,0.56496,0.57968,0.58584,0.58704
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00416,0.06256,0.1956,0.23656,0.3388,0.3608,0.41544,0.47616,0.50192,0.53536,0.55776,0.5608,0.57552,0.58168,0.58288,0.58864
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06672,0.06256,0.13304,0.174,0.27624,0.29824,0.35288,0.4136,0.43936,0.4728,0.4952,0.49824,0.51296,0.51912,0.52032,0.52608,0.52904
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19976,0.1956,0.13304,0.04096,0.1432,0.1652,0.21984,0.28056,0.30632,0.33976,0.36216,0.3652,0.37992,0.38608,0.38728,0.39304,0.396,0.47144
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24072,0.23656,0.174,0.04096,0.10224,0.12424,0.17888,0.2396,0.26536,0.2988,0.3212,0.32424,0.33896,0.34512,0.34632,0.35208,0.35504,0.43048,0.46112
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34296,0.3388,0.27624,0.1432,0.10224,0.022,0.07664,0.13736,0.16312,0.19656,0.21896,0.222,0.24288,0.24288,0.24408,0.24984,0.2528,0.32824,0.35888,0.41456
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36496,0.3608,0.29824,0.1652,0.12424,0.022,0.05464,0.11536,0.14112,0.17456,0.19696,0.2,0.21472,0.22088,0.22208,0.22784,0.2308,0.30624,0.33688,0.39256,0.41
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4196,0.41544,0.35288,0.21984,0.17888,0.07664,0.05464,0.06072,0.08648,0.11992,0.14232,0.14536,0.16008,0.16624,0.16744,0.1732,0.17616,0.2516,0.28224,0.33792,0.35536,0.358
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48032,0.47616,0.4136,0.28056,0.2396,0.13736,0.11536,0.06072,0.02576,0.0592,0.0816,0.08464,0.09936,0.10552,0.10672,0.11248,0.11544,0.19088,0.22152,0.2772,0.29464,0.29728,0.33064
2,0.0,0.0,0.0,0.0,0.0,0.0,0.50608,0.50192,0.43936,0.30632,0.26536,0.16312,0.14112,0.08648,0.02576,0.03344,0.05584,0.05888,0.0736,0.07976,0.08096,0.08672,0.08968,0.16512,0.19576,0.25144,0.26888,0.27152,0.30488,0.37
2,0.0,0.0,0.0,0.0,0.0,0.53952,0.53536,0.4728,0.33976,0.2988,0.19656,0.17456,0.11992,0.0592,0.03344,0.0224,0.02544,0.04016,0.04632,0.04752,0.05328,0.05624,0.13168,0.16232,0.218,0.23544,0.23808,0.27144,0.33656,0.36
2,0.0,0.0,0.0,0.0,0.56192,0.55776,0.4952,0.36216,0.3212,0.21896,0.19696,0.14232,0.0816,0.05584,0.0224,0.00304,0.01776,0.02392,0.02512,0.03088,0.03384,0.10928,0.13992,0.1956,0.21304,0.21568,0.24904,0.31416,0.3376,0.3608
0,0.0,0.0,0.0,0.56496,0.5608,0.49824,0.3652,0.32424,0.222,0.2,0.14536,0.08464,0.05888,0.02544,0.00304,0.01472,0.02088,0.02208,0.02784,0.0308,0.10624,0.13688,0.19256,0.21,0.21264,0.246,0.31112,0.33456,0.35776,0.39152
0,0.0,0.0,0.57968,0.57552,0.51296,0.37992,0.33896,0.23672,0.21472,0.16008,0.09936,0.0736,0.04016,0.01776,0.01472,0.00616,0.00736,0.01312,0.01608,0.09152,0.12216,0.17784,0.19528,0.19792,0.23128,0.2964,0.31984,0.34304,0.3768,0.40872
