0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076,0.07104,0.18944,0.28504,0.28664,0.45504,0.54872,0.56664,0.59624,0.59784,0.60072,0.61368,0.6508,0.66096,0.76968
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076,0.06344,0.18184,0.27744,0.27904,0.44744,0.54112,0.55904,0.58864,0.59024,0.59312,0.60608,0.6432,0.65336,0.76208,1.00648
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07104,0.06344,0.1184,0.214,0.2156,0.384,0.47768,0.4956,0.5252,0.5268,0.52968,0.54264,0.57976,0.58992,0.69864,0.94304,1.26496
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18944,0.18184,0.1184,0.0956,0.0972,0.2656,0.35928,0.3772,0.4068,0.4084,0.41128,0.42424,0.46136,0.47152,0.58024,0.82464,1.14656,1.15056
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28504,0.27744,0.214,0.0956,0.0016,0.17,0.26368,0.2816,0.3112,0.3128,0.31568,0.32864,0.36576,0.37592,0.48464,0.72904,1.05096,1.05496,1.30536
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28664,0.27904,0.2156,0.0972,0.0016,0.1684,0.26208,0.28,0.3096,0.3112,0.31408,0.32704,0.36416,0.37432,0.48304,0.72744,1.04936,1.05336,1.30376,1.39952
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45504,0.44744,0.384,0.2656,0.17,0.1684,0.09368,0.1116,0.1412,0.1428,0.14568,0.15864,0.19576,0.20592,0.31464,0.55904,0.88096,0.88496,1.13536,1.23112,1.30536
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54872,0.54112,0.47768,0.35928,0.26368,0.26208,0.09368,0.01792,0.04752,0.04912,0.052,0.06496,0.10208,0.11224,0.22096,0.46536,0.78728,0.79128,1.04168,1.13744,1.21168,1.32624
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56664,0.55904,0.4956,0.3772,0.2816,0.28,0.1116,0.01792,0.0296,0.0312,0.03408,0.04704,0.08416,0.09432,0.20304,0.44744,0.76936,0.77336,1.02376,1.11952,1.19376,1.30832,1.32664
1,0.0,0.0,0.0,0.0,0.0,0.0,0.59624,0.58864,0.5252,0.4068,0.3112,0.3096,0.1412,0.04752,0.0296,0.0016,0.00448,0.01744,0.05456,0.06472,0.17344,0.41784,0.73976,0.74376,0.99416,1.08992,1.16416,1.27872,1.29704,1.35928
