0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08096,0.0864,0.13832,0.52736,0.53512,0.67984,0.74304,0.81552,0.94104,1.03432,1.0652,1.09072,1.15392,1.22624,1.2264
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08096,0.00544,0.05736,0.4464,0.45416,0.59888,0.66208,0.73456,0.86008,0.95336,0.98424,1.00976,1.07296,1.14528,1.14544,1.25712
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0864,0.00544,0.05192,0.44096,0.44872,0.59344,0.65664,0.72912,0.85464,0.94792,0.9788,1.00432,1.06752,1.13984,1.14,1.25168,1.26552
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13832,0.05736,0.05192,0.38904,0.3968,0.54152,0.60472,0.6772,0.80272,0.896,0.92688,0.9524,1.0156,1.08792,1.08808,1.19976,1.2136,1.24752
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52736,0.4464,0.44096,0.38904,0.00776,0.15248,0.21568,0.28816,0.41368,0.50696,0.53784,0.56336,0.62656,0.69888,0.69904,0.81072,0.82456,0.85848,0.91784
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53512,0.45416,0.44872,0.3968,0.00776,0.14472,0.20792,0.2804,0.40592,0.4992,0.53008,0.5556,0.69112,0.69112,0.69128,0.80296,0.8168,0.85072,0.91008,0.96648
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67984,0.59888,0.59344,0.54152,0.15248,0.14472,0.0632,0.13568,0.2612,0.35448,0.38536,0.41088,0.47408,0.5464,0.54656,0.65824,0.67208,0.706,0.76536,0.82176,0.88496
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74304,0.66208,0.65664,0.60472,0.21568,0.20792,0.0632,0.07248,0.198,0.29128,0.32216,0.34768,0.41088,0.4832,0.48336,0.59504,0.60888,0.6428,0.70216,0.75856,0.82176,0.89424
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81552,0.73456,0.72912,0.6772,0.28816,0.2804,0.13568,0.07248,0.12552,0.2188,0.24968,0.2752,0.3384,0.41072,0.41088,0.52256,0.5364,0.57032,0.62968,0.68608,0.74928,0.82176,0.84736
1,0.0,0.0,0.0,0.0,0.0,0.0,0.94104,0.86008,0.85464,0.80272,0.41368,0.40592,0.2612,0.198,0.12552,0.09328,0.12416,0.14968,0.21288,0.2852,0.28536,0.39704,0.41088,0.4448,0.50416,0.56056,0.62376,0.69624,0.72184,0.77512
1,0.0,0.0,0.0,0.0,0.0,1.03432,0.95336,0.94792,0.896,0.50696,0.4992,0.35448,0.29128,0.2188,0.09328,0.03088,0.0564,0.1196,0.19192,0.19208,0.30376,0.3176,0.35152,0.41088,0.46728,0.53048,0.60296,0.62856,0.68184,0.72848
0,0.0,0.0,0.0,0.0,1.0652,0.98424,0.9788,0.92688,0.53784,0.53008,0.38536,0.32216,0.24968,0.12416,0.03088,0.02552,0.08872,0.16104,0.1612,0.27288,0.28672,0.32064,0.38,0.4364,0.4996,0.57208,0.59768,0.65096,0.6976,0.73296
1,0.0,0.0,0.0,1.09072,1.00976,1.00432,0.9524,0.56336,0.5556,0.41088,0.34768,0.2752,0.14968,0.0564,0.02552,0.0632,0.13552,0.13568,0.24736,0.2612,0.29512,0.35448,0.41088,0.47408,0.54656,0.57216,0.62544,0.67208,0.70744,0.70768
1,0.0,0.0,1.15392,1.07296,1.06752,1.0156,0.62656,0.6188,0.47408,0.41088,0.3384,0.21288,0.1196,0.08872,0.0632,0.07232,0.07248,0.18416,0.198,0.23192,0.29128,0.34768,0.41088,0.48336,0.50896,0.56224,0.60888,0.64424,0.64448,0.70216
0,0.0,1.22624,1.14528,1.13984,1.08792,0.69888,0.69112,0.5464,0.4832,0.41072,0.2852,0.19192,0.16104,0.13552,0.07232,0.00016,0.11184,0.12568,0.1596,0.21896,0.27536,0.33856,0.41104,0.43664,0.48992,0.53656,0.57192,0.57216,0.62984,0.68624
